"Dataset Name","Observation Date","Series Key","Series Display Name","Observation Value","Unit","Observation Status","Observation Status Comment","Sequence No.","Series name"
"Gross Domestic Product of Pakistan at constant basic prices of 2005-06","30-Jun-2002","TS_GP_GA_FISPAKGDP_Y.GDP00050000","B. Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2005-06)): (1+2)","5974937","Million PKR","Normal","","200","Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2005-06))"
"Gross Domestic Product of Pakistan at constant basic prices of 2005-06","30-Jun-2002","TS_GP_GA_FISPAKGDP_Y.GDP00010000","......1. Commodity Producing Sector (a+b)","2691408","Million PKR","Normal","","300","Commodity Producing Sector"
"Gross Domestic Product of Pakistan at constant basic prices of 2005-06","30-Jun-2002","TS_GP_GA_FISPAKGDP_Y.GDP00020000","............a. Agricultural Sector","1525297","Million PKR","Normal","","400","Agricultural Sector"
"Gross Domestic Product of Pakistan at constant basic prices of 2005-06","30-Jun-2002","TS_GP_GA_FISPAKGDP_Y.GDP00030000","............b. Industrial Sector","1166111","Million PKR","Normal","","500","Industrial Sector"
"Gross Domestic Product of Pakistan at constant basic prices of 2005-06","30-Jun-2002","TS_GP_GA_FISPAKGDP_Y.GDP00040000","......2. Services Sector","3283529","Million PKR","Normal","","600","Services Sector"
"Gross Domestic Product of Pakistan at constant basic prices of 2005-06","30-Jun-2001","TS_GP_GA_FISPAKGDP_Y.GDP00060000","A. Growth Rate of Real Gross Domestic Product","3.65","Percent","Normal","","100","Growth Rate of Real Gross Domestic Product"
"Gross Domestic Product of Pakistan at constant basic prices of 2005-06","30-Jun-2001","TS_GP_GA_FISPAKGDP_Y.GDP00050000","B. Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2005-06)): (1+2)","5836523","Million PKR","Normal","","200","Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2005-06))"
"Gross Domestic Product of Pakistan at constant basic prices of 2005-06","30-Jun-2001","TS_GP_GA_FISPAKGDP_Y.GDP00010000","......1. Commodity Producing Sector (a+b)","2664479","Million PKR","Normal","","300","Commodity Producing Sector"
"Gross Domestic Product of Pakistan at constant basic prices of 2005-06","30-Jun-2001","TS_GP_GA_FISPAKGDP_Y.GDP00020000","............a. Agricultural Sector","1513844","Million PKR","Normal","","400","Agricultural Sector"
"Gross Domestic Product of Pakistan at constant basic prices of 2005-06","30-Jun-2001","TS_GP_GA_FISPAKGDP_Y.GDP00030000","............b. Industrial Sector","1150635","Million PKR","Normal","","500","Industrial Sector"
"Gross Domestic Product of Pakistan at constant basic prices of 2005-06","30-Jun-2001","TS_GP_GA_FISPAKGDP_Y.GDP00040000","......2. Services Sector","3172044","Million PKR","Normal","","600","Services Sector"
"Gross Domestic Product of Pakistan at constant basic prices of 2005-06","30-Jun-2000","TS_GP_GA_FISPAKGDP_Y.GDP00060000","A. Growth Rate of Real Gross Domestic Product","","Percent","Missing value","","100","Growth Rate of Real Gross Domestic Product"
"Gross Domestic Product of Pakistan at constant basic prices of 2005-06","30-Jun-2000","TS_GP_GA_FISPAKGDP_Y.GDP00050000","B. Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2005-06)): (1+2)","5630723","Million PKR","Normal","","200","Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2005-06))"
"Gross Domestic Product of Pakistan at constant basic prices of 2005-06","30-Jun-2000","TS_GP_GA_FISPAKGDP_Y.GDP00010000","......1. Commodity Producing Sector (a+b)","2612310","Million PKR","Normal","","300","Commodity Producing Sector"
"Gross Domestic Product of Pakistan at constant basic prices of 2005-06","30-Jun-2000","TS_GP_GA_FISPAKGDP_Y.GDP00020000","............a. Agricultural Sector","1524842","Million PKR","Normal","","400","Agricultural Sector"
"Gross Domestic Product of Pakistan at constant basic prices of 2005-06","30-Jun-2000","TS_GP_GA_FISPAKGDP_Y.GDP00030000","............b. Industrial Sector","1087468","Million PKR","Normal","","500","Industrial Sector"
"Gross Domestic Product of Pakistan at constant basic prices of 2005-06","30-Jun-2000","TS_GP_GA_FISPAKGDP_Y.GDP00040000","......2. Services Sector","3018413","Million PKR","Normal","","600","Services Sector"
